"Society Name","Abbreviation","URL","Sectors","Existing Tags","New Tags","New Tags list"
"Photonics (PHO)","PHO",,"Defense","Laser Radar, lasers, sensors and actuators",,"Lidar, range finding, 3-D imaging, Ladar, burst illumination"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Communications","Power-aware computing, Design verification, Reliability, Hardware/software co-design, Design automation",,"chip/package co-design, power-aware design, timing analysis, thermal analysis, circuit optimization, circuit analysis, noise analysis, design specificaton"
"Photonics (PHO)","PHO",,"Entertainment","Laser TV, 3D TV",,"LCD dispalys, plasma displays, digital cinema"
"Photonics (PHO)","PHO",,"Environment","sensors and actuators",,"optical sensors, solid state lighting, effcient displays"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Computing & IT","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Logic synthesis, Design automation",,"place and route, design specification, power-aware design, timing analysis, thermal analysis, circuit analysis, noise analysis"
"Photonics (PHO)","PHO",,"Healthcare",,,"retinal scanning, photodynadic therapy, lasers, DNA sequencing, computed radiography"
"Photonics (PHO)","PHO",,"Manufacturing & Devices","smart sensors, fiber optics, lasers, laser welding, cutting",,"fiber laser, disk laser"
"Photonics (PHO)","PHO",,"Transportation","autonomous vehicles",,"3D imaging, LEDs, LIDAR, collision avoidance, solid state lighting, Lasers, LADAR"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Critical Infrastructure","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Design automation, Logic synthesis, Testing and verification",,"place and route, design specification, chip/package co-design, noise anlysis, formal methods, power-aware design, thermal analysis, circuit analysis"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Defense","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,"place and route, design specification, chip/package co-design, high performance design, formal methods, power-aware design, thermal analysis, floorplanning, circuit analysis, noise analysis"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Energy","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Design automation, Testing and verification",,"energy-aware design, power-aware design"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Entertainment","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,"chip/package co-design, high performance design"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Environment","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,"power-aware design, energy aware design"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Healthcare","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,"power aware design, 3D design, chip/package co-design"
"Council on Electronic Design Automation (CEDA)","CEDA",,"Manufacturing & Devices","Design verification, Power-aware computing, Timing, Embedded Systems, Integrated Circuits, Reliability, circuit, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,"place and route, design specificaiotn, formal methods, shapes checking, power-aware design, thermal analysis, circuit analysis, noise analysis"
"Power Electronics (PEL)","PEL",,"Entertainment",,,"switching amplifiers"
"Power Electronics (PEL)","PEL",,"Computing & IT",,,"embedded power"
"Power Electronics (PEL)","PEL",,"Defense","distributed_generation, Distributed Power, energy storage, energy harvesting, batteries, photovoltaics, Electric Ship",,"drive systems, electric traction, reliable power, embedded power"
"Power Electronics (PEL)","PEL",,"Environment","Distributed Power, photovoltaics, energy efficiency solutions, distributed_generation",,"remote power, electric traction, hybrid vehicles"
"Power Electronics (PEL)","PEL",,"Manufacturing & Devices","batteries, energy storage, energy efficiency solutions",,"drive systems, magnetics, power semiconductors, reliable power"
"Power Electronics (PEL)","PEL",,"Financial Services",,,"reliable power"
"Power Electronics (PEL)","PEL",,"Retail","energy efficiency solutions",,"relaible power, LED lighting"
"Nuclear & Plasma Science (NPS)","NPS",,"Defense","Smart Weapons",,"Nonlethal weapons"
"Nuclear & Plasma Science (NPS)","NPS",,"Energy",,,
"Nuclear & Plasma Science (NPS)","NPS",,"Healthcare",,,
"Nuclear & Plasma Science (NPS)","NPS",,"Critical Infrastructure",,,
"Nuclear & Plasma Science (NPS)","NPS",,"Manufacturing & Devices",,,
"Nuclear & Plasma Science (NPS)","NPS",,"Environment",,,
"Council on Electronic Design Automation (CEDA)","CEDA",,"Transportation","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,
"Council on Electronic Design Automation (CEDA)","CEDA",,"Retail","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,
"Control Systems (CS)","CS",,"Financial Services","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Logic synthesis, Design automation, Testing and verification",,
"Council on Electronic Design Automation (CEDA)","CEDA",,"Education","Design verification, Power-aware computing, Timing, Embedded Systems, Reliability, Design for manufacture, Hardware/software co-design, design, Design automation, Logic synthesis, Testing and verification",,
"Photonics (PHO)","PHO",,"Critical Infrastructure","communication systems, homeland security, Energy Harvesting, Optical/Fibre communications",,
"Photonics (PHO)","PHO",,"Energy","semiconductor, photovoltaics, manufacturing",,
"Computational Intelligence (CIS)","CIS",,"Financial Services",,,
"Electron Devices (ED)","ED",,"Transportation","Target Avoidance Radar, sensing and vehicle communications, fuel_cells, distributed sensor networks",,
"Electron Devices (ED)","ED",,"Retail","RFID",,
"Electron Devices (ED)","ED",,"Manufacturing & Devices","robotics and robots, distributed sensor networks, wireless control and communication",,
"Electron Devices (ED)","ED",,"Healthcare","Haptics (wearable computing), RFID, sensors and actuators",,
"Electron Devices (ED)","ED",,"Energy","batteries, photovoltaics, Energy Harvesting, Environmental Acoustics, sensors and actuators",,
"Electron Devices (ED)","ED",,"Education","Intelligent Systems",,
"Electron Devices (ED)","ED",,"Critical Infrastructure","distributed sensor networks",,
"Technical Activities Board (TAB)","TAB",,"Agriculture",,,
"Technical Activities Board (TAB)","TAB",,"Communications","security, power saving, signal processing, spectral management, automotive, self_organization, personal safety, electromagnetic interference, speech privacy, fiber to the premises, wideband, VDSL, management recovery, bandwidth maximization, narrowband, ultra wideband, electromagnetic packaging, distributed networking, MIMO, network neutrality, EPON, powerline, product safety, optical, platforms, self-aware systems, WIMAX, forensics, home networking, satellite, baseband, information security, antennas, set_top_box, nanotechnology, autonomic systems, car-to-car, intelligent systems, reliability, wireless propagation modeling, wireless, GPON, open systems, frequency disputes, broadband, wireless television, end_to_end QoS, speech applications, sensor networks, system integration, indoor home network, handheld devices, cognitive radio, Human Machine interfaces, radio",,
"Technical Activities Board (TAB)","TAB",,"Computing & IT","Large scale problems, Hardware design, Computer architecture, Search, Design verification, Computer Gaming, Standards, Certification, CMOS, Power-aware computing, E-learning, Information Technolocy, Systems engineering, Artificial intelligence, Web services, Data centers, Natural Language Processing, Operating systems, Computer networking, Multimedia, Fault-tolerant computing, Programming languages, Databases, Real-time applications, Pattern reconfiguration, Health information systems, Autonomous self-aware machines, Bioinformatics, Dependable computing, Quantum computing, Intelligent Systems, Information Retrieval, Simulation, Network interfaces, Machine Learning, Collaborative systems, Computer vision, Internet computing, Embedded Systems, Image processing, Logic synthesis, Biometrics, Hardware/software co-design, Super computing, Sensor Networks, Human-computer Interaction, Environment-friendly computing, Education, Design automation, Speech and Audio Processing, Computational Intelligence, Social computing, Data mining, Software Engineering, Testing and verification, Parallel systems, Distributed systems, Nanoelectronics for computing, Data Storage, Data Engineering, Multicore systems, Computational science (physics/chemistry), Meta search, Design productivity, Semantic Web, Digital libraries, E-Commerce, Computer graphics, Signal processing, Medical data processing, Embedded Computing, Design for manufacture, Complexity reduction and abstraction, Networking, Security & privacy, Haptics (wearable computing), Transactions processing, Computational Biology, Mobile Computing, Electronics packaging, algorithm, VLSI, Machine Translation",,
"Technical Activities Board (TAB)","TAB",,"Defense","Nano Sensors, E3, Electromagnetic Environmental Effects, Handheld Radar, Hardened Facilities, Environmental Sensors, Platforms, Autonomous Action, Spacecraft, Intentional EMI, Ultrawideband, ATC Radar, Ground Mapping, Target Avoidance Radar, Space Radar, Sonar, Fixed Targets, Command Control Communication Intelligence, Nuclear, Secure Communications, Offensive Weaponry, Situational Awareness, Acoustic Communications, Delivery Mechanisms, Nano Technology, Military Vehicles, Intelligent Systems, Sensing, Moving Targets, Infrastructure, Artificial Intelligence, Communications, Trojan Horse, Biometrics, Military Computing, Timing, Virus, Survivability, Integrated Weapons & Communications, GAVs, All Weather Operation, Safety, RF Compatibility, training and continuing education, Navigation, Wireless Propagation Modeling, Space Radiation, Cybersecurity, Distributed Power, CONOPS, Computer Weapons, Shipborne Radar, Sonobuoys, Worm, Ground Mobile Radar, Ground Fixed Radar, GPS, Radiation, Security, Vehicular Control, Electromagnetic Pulse, Anticipating the Enemy, Laser Radar, Lightweight Aircraft, Marine Electronics, Antennas, Human Resources, Environmental Acoustics, Autonomous, Electromagnetic Survivability, Arms safing, Information Forensics, Information Security, Electromagnetic Packaging, Vulnerability, Tunable/reconfigurable electronics, Screening, Energy Harvesting, Acoustics, Tempest / Data Security, Defensive Weaponry, C3I, Airborne Radar, Electronic Burnout, Combat Casualty Care, Electric Ship, Smart Weapons, Mission Planning, AUV's",,
"Technical Activities Board (TAB)","TAB",,"Education","Post-Secondary, Certification, self education, remote learning, Pre-university, Life Long Learning, connexions, Presentation, optimized content, professional development, software engineering curricula, Multicultural, Management Training, computing curricula, student outreach, Secondary, AI, On-the-job, Self-aware systems, continuing, Hands On, digital libraries, Mentoring, tutoring, Intelligent systems, workshops, Accreditation",,
"Technical Activities Board (TAB)","TAB",,"Energy","capital hedge risk, cable, standardization, logistics, modeling, relay, finance, harvesting, protection, conservation, mining, asset, alternative, components, materials, electronic, substations, dielectrics, methods, DC, adaptive distribution, on_chip, mems, nuclear, electric, performance, superconductivity, induction, gas, storage, failures, hydrodynamic, maintenance, market, piezoelectric, construction, magnet, connector, devices, condition_assessment, fiber optics, computational, lead-acid, carbon_free, installation, grid, education, distributed_generation, emissions, conversion, stability, information security, applications, emc, reliability, environmental, data, generation, dynamic, forecasting, safety, current, linear, thermal, supply-side, batteries, security, acceptance testing, resources, regulation, pricing, operation, efficiency, planning, wiring, line, frequency, industrial, management, circuit, harmonics, residential, standards, compatibility, controls, shielding, solar, AC, testing, aging workforce, algorithm, stator, policy, distribution, analysis, automation, submarine, seismic, insulation, photovoltaics, tools, voltage, commissioning, semiconductor, switching, congestion, black_out, generators, demand, commercial, quality, poles, scalability, forensics, renewable, manufacturing, intelligent infrastructure, optimal transport, fuel_cells, control_systems, demand-side, electro-mechanical, capacity_planning, smart_grid, machines, test, motor, fault, conductors, exploration, economics, hydro, design, fossil, chemical",,
"Technical Activities Board (TAB)","TAB",,"Entertainment","Video on Demand, Consumer, Delivery Modes, Cable TV, Virtual Worlds, Laser TV, image processing, Integrated Circuits, Immersive Games, Satellite TV, Digital Radio, Content Delivery, Development Cost, Multimedia, animation, Electronic Packaging, Self-Aware Systems, Podcasting, Music on Demand, Speech, Internet Video, Gaming, Delivery Cost, Internet Radio, Audio, Digital Books, avatars, Digital TV, Digital Home, Casual Games, Image, 3D TV, AI, Expense, Ultra High Definition TV, DTV Transition",,
"Technical Activities Board (TAB)","TAB",,"Environment","analysis, statistics, gas detection, climate change, disaster planning, regulatory approvals, monitoring, biological sciences, weather monitoring, simulation, water pollution, climate, noise pollution, volcanos, cyberattack, pandemic prevention, power generation, pollution control, data mining, cosmic events, coal burning, nanosensors, ecoinformatics, biohazards, power transmission, power grid fragility, natural disaster, bioremediation, modeling, pollution mitigation, Wide Area reliability, biological impact, weather prediction",,
"Technical Activities Board (TAB)","TAB",,"Financial Services","Mortgage, Markets, Business, Credit, Consumer, Trading, Banking",,
"Technical Activities Board (TAB)","TAB",,"Healthcare","computer assisted medical decision making, prosthetics, energy harvesting, speed of new technology, instrumentation and test, rural healthcare, water, viruses, point of care diagnostics, US vs world, distributed monitoring systems, telemedicine, emergency response, affordability, biomems, decision support, biotechnology, financing, human-machine interaction, wireless antennas, electronics reliability in the body, data mining, low cost diagnostics, human-machine interface, rehabilitation engineering, diagnostic tools, intelligent systems, assessment, pandemics, body as a network, electronic packaging, human-robot interaction, reliability, drug design, high resolution imaging, wireless sensors, artificial organs, data security, social and ethical issues, micromachines, medical devices, human centered, training, artificial intelligence, smart sensors, access, electromagnetic imaging, longer lifetime implants, Public, ultrasound imaging, self aware health systems, signal processing, healthcare systems effects, healthcare mgmt, monitoring, air, Private, evidence based medicine, wireless radios, pharmaceuticals, food, system-of-systems, wearable sensors, bioengineering, informatics, agency cooperation, artificial limbs, diagnosis, standards, nanotechnology, bioclinical monitoring, inclusion, data privacy, higher functionality implants, pollutants, parasites, implantable devices, cultural aspects of health, traceability, usability, health toys, remote sensing, medical microwaves",,
"Technical Activities Board (TAB)","TAB",,"Manufacturing & Devices","sensors for condition-based maintenance, operator stations, SCADA, devices, warranty, system architecture for automation manufacturing, fiber optics, Reliability, pulp and paper, manufacturing standards, laser welding, human resources needs, defects, nanofabrication technologies, 3D integration, quality, embedded intelligence, imprinting cables, gaining commitment, contamination control, large scale systems, displays, yield, defining purpose, one product, financial resources, Life cycle, communication networks for manufacturing plants, standardization, robotics and robots, control and optimization algorithm, refining, system and equipment health management, measuring performance, failure mode & effects baseline, cycle time, cutting, culture, time to market, productivity, consumer products, returns, petrochem, supply chain integration, Process automation systems, management functions, Management Capability, phase out, communication systems, throughput or production rate, liability, chemicals, PLCs, enterprise optimatization, sensors and actuators, customer expectations, lasers, low cost, volume, energy efficiency solutions, human-machine interfaces, sensing and instrumentation, field failures, DCSs, solar cells, discrete and continuus manufacturing sectors, continuous process control, discrete-event and sequence control, automation, wireless sensing",,
"Technical Activities Board (TAB)","TAB",,"Retail","Personal Security, Coding and marketing technology (optical & RFID), inventory control, Planning, Data Mining, RFID, Secure coding (counterfeiting avoidance), counterfeiting, Logistics, Tampering, product security, Forecasting",,
"Technical Activities Board (TAB)","TAB",,"Transportation","wireless propagation and impairments, Vulnerability, safety, delivery, emissions, demand projection, environmental protection, alternate fuel, ladar/lidar, shipping, logistics, collision avoidance, space commercialization, antennas, congestion management, ITS, energy storage, alternate propulsion, security, efficiency, autonomous vehicles, infrastructure, vehicle and cargo locations, sensing and vehicle communications, wireless control and communication, emergency traffic administration",,
"Technical Activities Board (TAB)","TAB",,"Critical Infrastructure","protection, disaster prediction, detection systems, sustainability, Sustainment of Commerce, Optical/Fibre communications, distributed sensor networks, rapid response, response systems, c3i, risk assessment, information forensics, Sustainment of Life, analytics, threat recognition, communication, ergonomics, recovery, human-machine interaction, self aware systems, warning systems, rescue systems, terrorism, shelter, information security, nourishment, capacity building, safe wkshp, energy, Service Systems, Harbor Security, transportation, emergency preparedness, data visualization, disaster response, data analysis, availability, resource prioritization, risk mitigation, sensor networks, fail-safe systems, resilience, first responders, sanitation, situational awareness, homeland security",,
"Photonics (PHO)","PHO",,"Defense","photovoltaics, Laser Radar, lasers",,
"Ultrasonics, Ferroelectrics & Frequency Control (UFFC)","UFFC",,"Retail","RFID",,
